brand_name,brand_website,category,example_product_or_service,evidence_type,school_or_market,year,source_url,source_description,frequency_signal,public_or_private,ticker_if_known,confidence
Thierry Mugler,https://www.muglerofficial.com,beauty,Angel Eau de Parfum iconic sorority scent,brand_roundup_article,multi-school,2026,https://fragrancefamilia.com/blogs/fragrance-familia/perfumes-girls-smell-great-college-campus-sorority,Named in sorority fragrance guide as iconic gourmand fragrance for Greek women,2,public,,medium
Ariana Grande,https://www.arianagrande.com/fragrance,beauty,Cloud and Sweet Like Candy perfume for sorority rush,brand_roundup_article,multi-school,2026,https://fragrancefamilia.com/blogs/fragrance-familia/perfumes-girls-smell-great-college-campus-sorority,Named in sorority fragrance guide as popular accessible rush scent,3,public,,medium
Glo Tanning,https://www.glotanning.com,tanning,UV and spray tanning for sorority rush season,rush-services,Alabama (Tuscaloosa),2026,https://finance.yahoo.com/small-business/articles/glo-tanning-debuts-tuscaloosa-bringing-125000778.html,Opened Tuscaloosa studio July 2026 locally owned serving UA Greek community,3,private,,high
Palm Beach Tan,https://palmbeachtan.com,tanning,spray tanning and UV tanning beds for rush,rush-services,Alabama (Tuscaloosa),2026,https://palmbeachtan.com/locations/al/tuscaloosa-university-boulevard,Tuscaloosa University Boulevard location serving sorority rush market,2,public,,medium
Bama Tan Salon,,tanning,UV tanning airbrush and Mystic tan for rush,rush-services,Alabama (Tuscaloosa),2026,https://www.yelp.com/biz/bama-tan-salon-tuscaloosa,Tuscaloosa tanning institution since 1992 serving UA sorority market on University Blvd,3,private,,high
Body Works Tanning Salon,,tanning,UV and spray tanning for rush week,rush-services,Alabama (Tuscaloosa),2026,https://www.facebook.com/bodyworkstuscaloosa/,Tuscaloosa tanning salon serving UA students and sorority rush participants,2,private,,medium
Scent Sorority,https://www.scentsorority.com,beauty,sorority-targeted perfume collection with seasonal curation,rush_collection,multi-school,2026,https://www.scentsorority.com/,Brand explicitly named Scent Sorority targeting Greek market with seasonal fragrance collections,5,private,,high
DedCool,https://dedcool.com,beauty,clean unisex fragrance brand popular with Gen Z sorority women,brand_roundup_article,multi-school,2026,https://the-ethos.co/spring-2026-best-new-clean-fragrance-scents/,Featured in 2026 clean fragrance editorial popular with sorority demographic,2,private,,low
Ellis Brooklyn,https://ellisbrooklyn.com,beauty,clean luxury fragrance brand for sorority rush,brand_roundup_article,multi-school,2026,https://the-ethos.co/spring-2026-best-new-clean-fragrance-scents/,Featured in 2026 clean fragrance editorial popular with sorority demographic,2,private,,low
Henry Rose,https://www.henryrose.com,beauty,fully disclosed clean fragrance brand,brand_roundup_article,multi-school,2026,https://the-ethos.co/spring-2026-best-new-clean-fragrance-scents/,Featured in 2026 clean fragrance editorial popular with sorority demographic,2,private,,low
Oxford Floral Company,https://oxfordfloral.com,event-services,floral arrangements and gifts for Ole Miss sorority rush,rush-services,Mississippi (Oxford),2026,https://oxfordfloral.wordpress.com/tag/ole-miss-sorority-rush/,Oxford MS florist explicitly serving Ole Miss sorority rush with Greek-colored arrangements,4,private,,high
The Avenue Athens,https://theavenueathens.com,local-boutique,sorority-licensed Greek apparel and merchandise,rush_collection,Georgia (Athens),2026,https://theavenueathens.com/pages/shop-greek,Athens GA boutique with dedicated Shop by Sorority section for UGA rush,4,private,,high
Heery's,,local-boutique,high-end womenswear with Greek accessories for rush,rush-services,Georgia (Athens),2026,https://www.redandblack.com/guides/athens/where-to-shop-in-downtown-athens/article_3df4b72a-c861-11ed-a9e5-7bbe538b9a40.html,Athens GA high-end boutique with designer rush dresses and Greek accessories,3,private,,medium
The Greek Store,https://shopthegreekstore.com,local-boutique,custom Greek apparel accessories and sorority gifts,rush_collection,Arkansas (Fayetteville),2026,https://shopthegreekstore.com/,Fayetteville AR store dedicated to sorority and fraternity spirit with custom apparel,4,private,,high
Stache,https://shopstache.com,local-boutique,clothing jewelry and Greek items for rush,rush_collection,Arkansas (Fayetteville),2026,https://shopstache.com/,Downtown Fayetteville square boutique with Greek merchandise for UA Razorback sorority rush,4,private,,high
Maude Boutique,https://www.maudeboutique.com,local-boutique,clothing shoes and accessories for rush outfits,rush-services,Arkansas (Fayetteville),2026,https://www.experiencefayetteville.com/experience/shop/best-clothing-boutiques-in-fayetteville,Fayetteville AR boutique explicitly recommended for sorority rush outfits,3,private,,medium
Lola Boutique,,local-boutique,clothing shoes and accessories,rush-services,Arkansas (Fayetteville),2026,https://www.experiencefayetteville.com/experience/shop/best-clothing-boutiques-in-fayetteville,Fayetteville AR boutique serving sorority rush clothing market,2,private,,low
Lou and Company,https://shoplouandco.com,local-boutique,Greek collection with sorority apparel and gifts,rush_collection,multi-school,2026,https://shoplouandco.com/collections/greek-collection,Online boutique with dedicated Greek sorority collection for rush shopping,3,private,,medium
ASTR The Label,https://www.astrthelabel.com,clothing,preference round rush dresses and formalwear,named_in_ootd,multi-school,2026,https://getintoasorority.com/uncategorized/preference-round-lookbook-inspo-fall-2025-rush-edition/,Featured in official Fall 2025 rush preference round lookbook by sorority consultant,4,private,,high
ShowPo,https://www.showpo.com,clothing,preference round rush dresses for sorority recruitment,named_in_ootd,multi-school,2026,https://getintoasorority.com/uncategorized/preference-round-lookbook-inspo-fall-2025-rush-edition/,Featured in official Fall 2025 rush preference round lookbook by sorority consultant,4,private,,high
ThatssoFetch,https://us.thatsofetch.com,clothing,rush week dresses and sorority outfits,named_in_ootd,multi-school,2026,https://getintoasorority.com/uncategorized/preference-round-lookbook-inspo-fall-2025-rush-edition/,Featured in official Fall 2025 rush preference round lookbook by sorority consultant,3,private,,high
Elliatt,https://www.elliatt.com,clothing,preference round formalwear for sorority rush,named_in_ootd,multi-school,2026,https://getintoasorority.com/uncategorized/preference-round-lookbook-inspo-fall-2025-rush-edition/,Featured in official Fall 2025 rush preference round lookbook by sorority consultant,3,private,,high
Michael Costello,https://www.michaelcostello.com,clothing,preference round couture dresses for rush,named_in_ootd,multi-school,2026,https://getintoasorority.com/uncategorized/preference-round-lookbook-inspo-fall-2025-rush-edition/,Featured in official Fall 2025 rush preference round lookbook by sorority consultant,3,private,,medium
Runaway The Label,https://www.runaway-thelabel.com,clothing,preference round rush dresses Australian brand,named_in_ootd,multi-school,2026,https://getintoasorority.com/uncategorized/preference-round-lookbook-inspo-fall-2025-rush-edition/,Featured in official Fall 2025 rush preference round lookbook by sorority consultant,3,private,,high
Katie May,https://www.katiemay.com,clothing,backless slinky preference round rush dresses,named_in_ootd,multi-school,2026,https://getintoasorority.com/uncategorized/preference-round-lookbook-inspo-fall-2025-rush-edition/,Featured in official Fall 2025 rush preference round lookbook by sorority consultant,3,private,,high
Larroude,https://www.larroude.com,shoes,statement heels for preference round sorority rush,named_in_ootd,multi-school,2026,https://getintoasorority.com/uncategorized/preference-round-lookbook-inspo-fall-2025-rush-edition/,Featured in official Fall 2025 rush preference round lookbook by sorority consultant,3,private,,high
CocosBeads,https://cocosbeads.com,jewelry,beaded jewelry popular for sorority rush outfits,named_in_ootd,multi-school,2026,https://getintoasorority.com/uncategorized/preference-round-lookbook-inspo-fall-2025-rush-edition/,Featured in official Fall 2025 rush preference round lookbook by sorority consultant,3,private,,high
Splendid Iris,https://splendidiris.com,jewelry,jewelry for sorority rush looks,named_in_ootd,multi-school,2026,https://getintoasorority.com/uncategorized/preference-round-lookbook-inspo-fall-2025-rush-edition/,Featured in official Fall 2025 rush preference round lookbook by sorority consultant,3,private,,high
Bloomingdale's,https://www.bloomingdales.com,clothing,luxury department store platform for rush dress shopping,brand_roundup_article,multi-school,2026,https://getintoasorority.com/uncategorized/preference-round-lookbook-inspo-fall-2025-rush-edition/,Featured as luxury shopping destination in sorority rush preference round lookbook,2,public,M,medium
Swap Boutique,https://swapboutique.com,local-boutique,recruitment outfit styling with personal styling sessions,rush-services,Louisiana (Baton Rouge),2026,https://lsureveille.com/284619/entertainment/local-boutiques-lsu-sorority-rush-recruitment-outfit/,Baton Rouge boutique with dedicated styling for LSU sorority rush recruitment,4,private,,high
Mint Julep Boutique,https://www.shopjulep.com,clothing,chic skirts and preppy dresses for sorority rush,rush_collection,multi-school,2026,https://lsureveille.com/284619/entertainment/local-boutiques-lsu-sorority-rush-recruitment-outfit/,Online boutique mentioned in LSU rush shopping guide with preppy rush aesthetic,3,private,,high
Pause,https://www.pausetuscaloosa.com,local-boutique,women's clothing and rush week outfits,rush-services,Alabama (Tuscaloosa),2026,https://www.cbs42.com/news/bama-rush-brings-booming-business-to-tuscaloosa-boutiques/,Tuscaloosa boutique sees 400% business increase during Bama Rush; owner preps year in advance; avg customer spends $400,5,private,,high
Hazel & Olive,https://www.hazelandolive.com,clothing,sorority rush dresses and outfits,rush_collection,multi-school,2026,https://www.hazelandolive.com/collections/sorority-rush,Dedicated sorority rush collection; appears repeatedly in rush outfit roundups,4,private,,high
Altar'd State,https://www.altardstate.com,clothing,Southern preppy dresses and rush-ready styles,rush_collection,multi-school,2026,https://www.altardstate.com,Major Southern faith-based boutique chain with strong sorority following; rush staple across SEC schools,5,private,,high
Fiji Water,https://www.fijiwater.com,food-beverage,premium bottled water staple at sorority rush events,named_in_ootd,multi-school,2026,https://www.fijiwater.com,Ubiquitous at rush house visits and in rush content; sorority aesthetic staple,4,public,,high
Hint Water,https://www.drinkhint.com,food-beverage,fruit-infused water popular at sorority rush,named_in_ootd,multi-school,2026,https://www.drinkhint.com,Appears in rush bag content and house hospitality; fits zero-sugar wellness trend of rush demographic,3,private,,medium
Essentials with Eden,https://essentialswitheden.com,dorm-decor,full-service dorm room setup and design for SEC freshmen,rush-services,multi-school,2026,https://essentialswitheden.com/,Designs and physically installs dorm rooms for SEC freshmen including Ole Miss; operates at the intersection of rush prep and move-in,5,private,,high
Mary Margaret Designs,https://www.marymargaretdesigns.com,dorm-decor,custom full-service dorm design installation up to $20000,rush-services,multi-school,2026,https://www.marymargaretdesigns.com/,Former teacher Shelly Gates serves UA/Ole Miss/LSU; full installation including furniture carpeting curtains; $20K+ makeovers; wait-listed for 2026,5,private,,high
PDR Interiors,https://www.pdr-interiors.com,dorm-decor,sorority house and dorm interior decorating across 100+ campuses,rush-services,multi-school,2026,https://www.pdr-interiors.com/,Liz Toombs firm specializing exclusively in sorority housing; 100+ campuses across 25 states; featured in AP and MSNBC,4,private,,high
Dorm Decor,https://dorm-decor.com,dorm-decor,dorm room products and design services with Birmingham showroom,rush-services,Alabama (Birmingham),2026,https://dorm-decor.com/,Birmingham AL showroom and e-commerce; featured in Seventeen and Domino Magazine; serves SEC market,4,private,,high
Páno Interiors,https://www.panointeriors.com,dorm-decor,boutique dorm and home design studio in Tuscaloosa,rush-services,Alabama (Tuscaloosa),2026,https://www.panointeriors.com/,Tuscaloosa boutique design studio serving UA dorm rooms homes and corporate spaces in the SEC market,3,private,,medium
Decorilla,https://www.decorilla.com,dorm-decor,online interior design platform with virtual dorm room design,rush-services,multi-school,2026,https://www.decorilla.com/,Online platform connecting students with designers for 3D dorm room design; used by UA students for rush prep,2,private,,medium
Alo,https://www.aloyoga.com,clothing,activewear and leggings,named_in_ootd,multiple schools,2026,https://www.hercampus.com/style/how-much-bama-rush-ootds-cost-outfits-tiktok/,Named in Bama Rush OOTD cost breakdown,3,private,,high
Golden Goose,https://www.goldengoose.com,shoes,distressed luxury sneakers,named_in_ootd,multiple schools,2026,https://www.hercampus.com/style/how-much-bama-rush-ootds-cost-outfits-tiktok/,Named in Bama Rush OOTD cost breakdown,3,public,GGOB,high
David Yurman,https://www.davidyurman.com,jewelry,cable bracelets and necklaces,named_in_ootd,multiple schools,2026,https://www.hercampus.com/style/how-much-bama-rush-ootds-cost-outfits-tiktok/,Named in Bama Rush OOTD cost breakdown,2,private,,high
Free People,https://www.freepeople.com,clothing,dresses and bohemian apparel,named_in_ootd,multiple schools,2026,https://www.hercampus.com/style/how-much-bama-rush-ootds-cost-outfits-tiktok/,Named in Bama Rush OOTD cost breakdown,3,public,URBN,high
enewton,https://www.enewtondesign.com,jewelry,beaded bracelets and stacks,named_in_ootd,multiple schools,2026,https://www.hercampus.com/style/how-much-bama-rush-ootds-cost-outfits-tiktok/,Named in Bama Rush OOTD cost breakdown,2,private,,high
Case-Mate,https://www.case-mate.com,accessories,phone cases,named_in_ootd,multiple schools,2026,https://www.hercampus.com/style/how-much-bama-rush-ootds-cost-outfits-tiktok/,Named in Bama Rush OOTD cost breakdown,1,private,,medium
